Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Vibration Levels,Operational Hours,Failure Type
1,-0.1475217346087409,-1.1052475066236613,-0.16298634731558181,-0.130296805727244,26.803426272532505,76.83151763453122,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.330243372028891,-0.685724536488048,34.57343788812329,111.99643763972439,Overstrain Failure
1,-0.4268136323177489,-1.014510244273042,0.005337560810289799,-0.06134416302122325,36.208976726981206,87.38080716685769,Overstrain Failure
0,-0.7621807117943871,-0.6113555749331355,-0.3231863824941,0.3186354940979526,26.612469810240647,115.58110596014498,Overstrain Failure
1,-0.38236672063319876,-1.0059496328882824,-0.10551630383118343,-0.13028069634494976,28.523188706889822,88.59271502069649,Overstrain Failure
1,0.06980944145264356,-0.9956739554374923,-0.7670212511554858,1.1564850652610459,37.35667727315042,67.0454919489049,Overstrain Failure
0,-1.124079624120053,-0.4112624833744607,-0.11902303709235895,0.08494340650649534,29.45616159468358,134.44042160067465,Overstrain Failure
1,0.22739654731248554,-1.308994871491021,-0.533618342688114,0.9070148155347378,36.56239931542494,53.654211764439694,Overstrain Failure
1,-0.6256006682412896,-0.921913300903306,0.17460415334919077,-0.3985449863118491,35.25052573764491,97.97169059902376,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.3715286361396293,-0.7824519889368254,34.21038185720545,111.86573746859396,Overstrain Failure
1,0.47238012009995833,-1.0909318224558398,-1.2267583611371298,1.920078777492035,37.825059443879816,48.178987353582365,Overstrain Failure
1,0.17771860330582867,-1.0909318224558398,-0.7951795229616817,1.0814763972425525,32.34469567100192,62.16792413761705,Overstrain Failure
0,-0.9054303663028516,-0.7677338446709188,0.2442494514654601,-0.5083776529719216,34.553548263199296,114.0678578837546,Overstrain Failure
1,0.06638366141853136,-1.2214932670281187,-0.37444625090917905,0.46152963712505823,32.37129824415853,63.60796725021356,Overstrain Failure
1,0.12398198694667723,-1.252794773551073,-0.4884418326055201,0.7340014389447093,33.746290163682644,60.20621161077465,Overstrain Failure
1,-0.29364473723580375,-0.9932906849231786,-0.20369639109430449,0.06838750686141015,26.27577113391767,85.94563917733174,Overstrain Failure
1,0.01328781960315345,-1.1926386115553018,-0.32195743201996685,0.3146258012450265,30.989234701376095,66.89033203615796,Overstrain Failure
1,-0.2571107026998633,-1.0570019251176759,-0.18871381189344408,-0.0513671842616964,26.791991455218763,82.67969953161816,Overstrain Failure
0,-1.240515866993041,-0.22143249531257747,-0.421283598738898,0.774915873430623,27.28379362913038,145.4199529112815,Overstrain Failure
0,-0.4282492964605066,-0.8835654772033602,-0.19241784907967494,-0.0272242526585742,26.386234809068895,94.44117256861219,Overstrain Failure
1,-0.3419942081386784,-0.9117517590953725,-0.26563504264988147,0.29602723713163304,35.90890968341869,86.34423392002881,Overstrain Failure
1,0.4653284340898611,-1.0909318224558398,-1.2148665409885717,1.8969102085315965,37.697311590468416,48.50940756841137,Overstrain Failure
1,0.3744137160456702,-1.356387994395107,-0.7206897906500407,1.3448038594507334,39.915893193885005,45.46056261785975,Overstrain Failure
1,-0.45968295911812285,-0.8877677597385006,-0.1223446257341898,0.0501182774525879,35.4951543427044,91.85959261175034,Overstrain Failure
1,-0.8332234637706469,-0.8221878417662305,0.2418692993977259,-0.5265950492776444,34.33322093423454,109.72480899788144,Overstrain Failure
1,-0.7582898099611937,-0.8527295662694991,0.18413283892117172,-0.4607264935237327,33.36757730092441,106.21259577614758,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.3620474640767671,-0.7602385033355394,34.293757772843506,111.89575279822367,Overstrain Failure
1,-1.153745056032762,-0.29216520534463414,-0.6935257618539099,2.0392571230573693,27.387625526673826,139.72657584344205,Overstrain Failure
1,0.25388726998629685,-1.3315873746278575,-0.5839247125043826,1.1159261568156043,39.57581142957404,51.1452820209189,Overstrain Failure
0,-1.240515866993041,-0.22143249531257747,-0.7265352338314841,2.1926925327428064,27.521239687858877,145.12467614752458,Overstrain Failure
1,0.025744061929318857,-1.1994078908155719,-0.33427126724969425,0.3490893244852763,31.313465711008014,66.12029186392071,Overstrain Failure
0,-1.240515866993041,-0.22143249531257747,-0.597262309217452,1.5922694256128245,27.420682170974167,145.24972475147342,Overstrain Failure
1,0.4041184467686271,-1.0909318224558398,-1.1116432608428923,1.6958025854342345,36.58843571646747,51.37751841898002,Overstrain Failure
1,-0.14573052273352122,-1.1062209312793623,-0.28716307961774207,0.11732382308418687,26.583446155142013,77.06179508420401,Overstrain Failure
1,0.35199561130878815,-1.376707576307907,-0.6567929168215845,1.251751424321626,39.80566315542362,45.95154492575995,Overstrain Failure
1,-1.152829345258179,-0.3643908299633643,-0.453470521276927,1.462048863591951,29.121876250448352,136.90009491468052,Overstrain Failure
0,-0.8391779598913331,-0.5485899517629115,-0.2820275590057055,0.2570117386500673,26.81995292173497,120.25684517357334,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.3859570464961547,-0.8162563839608908,34.083500716698666,111.82006025801152,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.165742698529186,-0.14609014888151073,26.055019578465778,78.54022711026612,Overstrain Failure
1,-0.5709460942811371,-0.9290877826494022,0.03978430543850564,-0.29604668206283724,30.953344748657134,97.43161364369439,Overstrain Failure
1,-0.5833005806101044,-0.9240522972745903,0.16959770021480158,-0.568985208417509,30.656172648383627,97.65068043179828,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.38480340968484217,-0.8135535224868772,34.09364561490526,111.8237124213659,Overstrain Failure
0,-0.9245016434840995,-0.7366412893778879,0.310386530147827,-0.6858159662232844,33.24869959164466,115.53513120407118,Overstrain Failure
1,-0.5346590645577374,-0.9438777789796516,0.011825110191412191,-0.26414947541443995,30.485726563198845,95.73080527398567,Overstrain Failure
1,-0.165790629405431,-1.0909318224558398,-0.1505601631002382,-0.17665425873208393,26.26400252181546,78.08169655634958,Overstrain Failure
1,0.4539206058215606,-1.2267651934132624,-1.0212112502336637,1.729763711359211,39.46866064199413,45.304031224697944,Overstrain Failure
0,-0.9049839781577987,-0.7684616065271543,0.3523805026020995,-0.7611921346568639,33.619589642371174,113.6862943249643,Overstrain Failure
1,0.2960929423643207,-1.3463275654209461,-0.6015293601036666,1.0970817510837623,38.35053902421515,49.40742669935833,Overstrain Failure
1,0.21320877982991512,-1.3126389365072466,-0.5396396926079449,1.024320620388765,39.29484251933737,53.28199016132206,Overstrain Failure
1,-0.4233111583161923,-0.9892613536961968,0.04981450985604052,-0.426045018019124,28.88275686351062,90.1518206304716,Overstrain Failure
1,0.404608546837805,-1.3071603293024117,-0.8348207124746864,1.4910024797578068,39.746044879265426,45.4011157077429,Overstrain Failure
1,0.04833597804896411,-1.2116853485940893,-0.4319893738097169,0.5610424595050157,31.73733417478371,64.93368094068833,Overstrain Failure
1,-0.2007633610233247,-1.0799681745728609,-0.11680578781640694,-0.22721296986443695,26.4159076746758,79.72078895934351,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.18538680650890388,-0.1071465280562806,26.012234008102713,78.59495340862853,Overstrain Failure
1,-0.3770343971935952,-1.0081230001962322,-0.0771348413448365,-0.2017144895481907,28.16876084447222,88.23992748471295,Overstrain Failure
1,-0.10378474042229768,-1.1290161456642593,-0.31846602054069223,0.21322973809628865,27.69741412002338,74.44040894255471,Overstrain Failure
1,-1.0020169972793944,-0.41584892645727506,-0.5984585435322243,1.6744176281931402,27.21034295406104,130.21510140429328,Overstrain Failure
1,-0.21309295760240787,-1.0589538452454135,-0.15880644310448977,-0.11424045828526097,26.16949731779853,80.91158552088885,Overstrain Failure
1,-1.2361943368389325,-0.22847803368896022,-0.717673421759995,2.1780296482004173,27.60370022361656,144.71489135858843,Overstrain Failure
1,-0.8421269186985079,-0.8098288267115236,0.23300437260252926,-0.4905922661860682,35.120484693169445,110.1315801776789,Overstrain Failure
0,-1.1944792757697327,-0.25896000971316585,-0.36508405624478846,0.513827392654661,27.182811255607064,142.5933918684941,Overstrain Failure
0,-1.201811741258156,-0.28453315490886333,-0.29864928441253563,0.414142911683257,28.087891561016185,141.84288854841972,Overstrain Failure
1,0.07802497656993407,-1.2278196784091115,-0.3859544756914302,0.4937384465526562,32.674317025115776,62.888305566575305,Overstrain Failure
1,-0.8762105204357031,-0.8051767834350864,0.3879977257245135,-0.8236524290185336,34.0422112232842,111.32356598270962,Overstrain Failure
1,0.32010399177521826,-1.3593762437091876,-0.6348020908381025,1.1824198326590218,38.95476688170648,47.949639502630845,Overstrain Failure
1,-0.5677106089319282,-0.9304065132483555,0.1579255751552829,-0.5550565780866227,30.483364337287842,96.91996329909603,Overstrain Failure
1,-0.20660771965686164,-1.0642403978316421,-0.28044821567273603,0.11937064552616983,25.88812942525148,80.85524188845373,Overstrain Failure
1,-1.0545281410879133,-0.5246546443365724,-0.14193131554685023,0.6177883178254826,30.912058541001713,127.68514885380895,Overstrain Failure
1,-1.1087483491591388,-0.4362575851657344,-0.31376766993953153,1.0834589354355841,29.924643818074173,132.7678566090483,Overstrain Failure
1,-0.39021766027395044,-1.0027497190523795,0.025037591989877428,-0.39647812013748424,28.515929288516567,88.6006961961427,Overstrain Failure
0,-1.0789035416722061,-0.48491459529559305,-0.07351129726906136,0.03157723359406939,30.76917416362911,130.3246917219378,Overstrain Failure
1,-0.5711300064565804,-0.7670938236889882,-0.35833356186757664,0.6975054519472159,26.641863833683576,103.28697838159633,Overstrain Failure
0,-0.6172560430449199,-0.7294933963698914,-0.23363385867629705,0.10351016613546854,26.585723568809662,106.31509795803305,Overstrain Failure
1,-0.2441508660309678,-1.0622841413319721,-0.20077185630325023,-0.03511954839334541,26.64320762654517,82.07882039411209,Overstrain Failure
1,-0.9011238030543236,-0.7747549819893703,0.23569446154920373,-0.4454082557135778,34.6602883069476,113.64836715985787,Overstrain Failure
1,-0.940826017698023,-0.46572979961504657,-0.5643579947503726,1.5356847021530524,27.129612286883024,126.39099378178193,Overstrain Failure
1,0.36827721752401993,-1.3663925377603343,-0.6974949518422685,1.3150918990308273,39.95041148407656,45.472644019426795,Overstrain Failure
1,-0.29091453446866367,-0.9955162563857438,-0.2021749019257678,0.0621975582585379,26.272169114593407,85.77501616583152,Overstrain Failure
0,-1.078506858184425,-0.48556132194952656,-0.0727846694096268,0.03034251135421062,30.777827943752115,130.28751699718003,Overstrain Failure
1,0.1568685101343124,-1.2706667812984516,-0.4638966235574725,0.7118801525494649,34.72658269409912,58.01422825048333,Overstrain Failure
1,0.33999081617628346,-1.0909318224558398,-1.0393436658095492,1.5561680479531947,35.34863463654141,54.48219824280454,Overstrain Failure
1,0.5037935893518327,-1.145455563056226,-1.2097219798893508,1.9712408513676412,39.188121159723764,45.20584240590332,Overstrain Failure
1,-0.12223601039940235,-0.9565366720915748,-0.5859287026206991,0.8787500101031605,37.14520638024007,76.21243011502821,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.3219182400027134,-0.666219542889559,34.646647771973946,112.02279319791063,Overstrain Failure
1,0.13741465820226412,-1.2600946879682375,-0.4446651795150297,0.6580558722716002,34.22020670301003,59.21685799227674,Overstrain Failure
0,-1.1576000883429987,-0.2890227098493575,-0.3615097853779439,0.49717566347736164,27.134155694812506,140.28898644628376,Overstrain Failure
1,-1.2314119267902515,-0.23627496031633743,-0.7054285794062705,2.143777768649745,27.716398812695402,144.2757968087535,Overstrain Failure
1,-0.8678055967356835,-0.8090918790058912,0.38084095723283484,-0.809395225684451,34.08273553312238,110.8757723589977,Overstrain Failure
1,0.32259934335823326,-1.0909318224558398,-0.9741710995696844,1.4279686282426578,35.11164130761428,55.19725168886209,Overstrain Failure
1,0.20735449653603777,-1.0909318224558398,-0.7798245291898758,1.0493275235320998,33.023873676273254,60.597269073413905,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.31693468232526345,-0.6545435406002602,34.690472383713676,112.03857005813693,Overstrain Failure
1,-0.7525547514509372,-0.8550670817665518,0.20377587655050913,-0.5033869546171945,33.3460793129799,105.8767542139271,Overstrain Failure
1,-0.9970593223734006,-0.6183480245189499,-0.03766422496959687,0.30664695914358253,32.64336551484025,122.5444132408986,Overstrain Failure
0,-1.0670602405965102,-0.36282781465505715,-0.3527348105840519,0.4562950169765782,27.014704389788204,134.631580992663,Overstrain Failure
1,-0.9166352060472036,-0.7494662113084624,0.19149626698797073,-0.3238116709101142,34.33418070409147,115.08673072723802,Overstrain Failure
1,-0.63257739441936,-0.8525332960318047,0.08816075825993885,-0.31114216898251046,34.88731378538415,99.96210724082923,Overstrain Failure
1,-0.20956155549770195,-1.0763821752507685,-0.11592717947957254,-0.22169899440580437,26.563632064775504,80.15124092119507,Overstrain Failure
0,-0.9824858970468549,-0.6421075781381497,0.1031024234525289,-0.2685335948138058,32.87255663924731,121.28902598049984,Overstrain Failure
1,-1.1030654275031875,-0.44552264665764996,-0.29575717948964086,1.0346511249992927,30.02813660631576,132.23512848053988,Overstrain Failure
0,-0.7943962429364506,-0.5850945339496256,-0.3263086593785828,0.3331814843247228,26.654972501958724,117.59410163123025,Overstrain Failure
1,0.4894000307921133,-1.0909318224558398,-1.2554603930491883,1.975998308510158,38.13339096247881,47.38148693464428,Overstrain Failure
1,-0.26910633403153017,-1.0521127031359723,-0.1927835529528527,-0.030721983933138408,27.06364195228666,83.28409056295138,Overstrain Failure
0,-1.240515866993041,-0.22143249531257747,-0.38590702530075355,0.610605270829488,27.256275257503447,145.45417346546284,Overstrain Failure
1,-0.1926138032149004,-1.0832898002611169,-0.12590566215308127,-0.21290702830698524,26.35194021174603,79.34830337081242,Overstrain Failure
1,-1.1066641100558408,-0.43965559144225763,-0.34997212729504956,1.1658579451782394,30.33906366741342,132.7080027940307,Overstrain Failure
1,-0.07282741768093087,-1.1458397395940618,-0.23682671483268036,0.07636498359494848,28.747689490694054,72.21394331587703,Overstrain Failure
1,-0.18291217710193963,-1.0872440234560679,-0.25774933600226435,0.041654869694970675,25.940164306278653,79.23950601648627,Overstrain Failure
0,-0.9384461258306851,-0.713907123004373,0.1837725941919024,-0.4056123657580075,33.833298662828845,117.16189081156956,Overstrain Failure
1,0.11474987563814443,-1.0909318224558398,-0.6236579762454734,0.7450716984349581,31.34625480346139,64.93643543553314,Overstrain Failure
1,0.4271745821585136,-1.2703701503182945,-0.9201161867500666,1.6002636725891195,39.61910914336898,45.35668820017914,Overstrain Failure
0,-1.2298189146058156,-0.23887210255051072,-0.3499516275785102,0.5013184076973873,27.47690590750874,144.46754773518256,Overstrain Failure
0,-1.1843811633678987,-0.31295082204733876,-0.2667206967822547,0.3598882657561602,28.468145322832566,140.2094025188818,Overstrain Failure
1,0.4222722444653168,-1.0909318224558398,-1.1631490546380634,1.7968642603634581,36.87180600522787,50.58508922532887,Overstrain Failure
1,-0.5516770965870532,-0.9369415091008485,0.08550330771030826,-0.3991778829891065,30.836946403744257,96.35972744650745,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.1905491133282732,-0.0969124711286468,26.00099031905947,78.60933502084156,Overstrain Failure
0,-0.9821753521994079,-0.6426138700214067,0.10367126623199782,-0.26950020078916687,32.87933127673769,121.25992363673113,Overstrain Failure
0,-0.9050096563630396,-0.768419742471135,0.35232525368653844,-0.7610929668162972,33.61910168488829,113.68872672720323,Overstrain Failure
0,-0.3181583190237992,-0.9733080196320691,-0.2801524543236536,0.1181500401339502,26.0266608477055,87.8362536226007,Overstrain Failure
1,-0.9514884665572081,-0.6926437489609871,0.18462519648102016,-0.26716861214471965,32.788534034117255,118.02600936569452,Overstrain Failure
1,0.3595117961919181,-1.380683103874236,-0.6643632670283637,1.272651107956837,39.99971767328613,45.48990118565015,Overstrain Failure
1,-1.2393200925668146,-0.22338200724678559,-0.7279621084349119,2.2057712550501103,27.550139642872555,145.00911651832666,Overstrain Failure
1,-0.5688323148815708,-0.9299493243573029,0.09560394203960615,-0.40807747599391464,31.051229683868485,97.17249416175252,Overstrain Failure
1,-0.009590915756008567,-1.0909318224558398,-0.5133428032918121,0.5335436167346417,28.877272918990137,71.03949614327959,Overstrain Failure
0,-0.2327799439403213,-1.0429056617533616,-0.27187772106588715,0.07959990715413934,25.91401919236351,82.50136410333616,Overstrain Failure
1,0.5105079037751574,-1.1345089866692315,-1.235100856817986,2.0037505054788225,39.15035260932259,45.19262341326291,Overstrain Failure
1,0.22754447526653987,-1.30907526215822,-0.5657275637347486,0.9707893746077649,36.49663329701025,53.73411223110078,Overstrain Failure
1,-1.0451565324099854,-0.5399334984077426,-0.17471242415733212,0.6836893505834845,31.63218258855705,127.00444014117379,Overstrain Failure
1,0.19873215190460503,-1.3058955817911964,-0.527312885334088,0.9997640348337381,39.22504350909103,54.053269224544124,Overstrain Failure
0,-0.9013025000582234,-0.7744636461537233,0.25181070043537274,-0.5212261037201837,34.64359901640307,113.68101977173937,Overstrain Failure
1,-1.0249901426579588,-0.572811453170113,-0.04831858061244165,0.3641010218679668,31.449980758069447,124.91619943375217,Overstrain Failure
1,-0.7223771673098176,-0.8673669685885128,0.27372356691425515,-0.693241134201741,32.19777840345932,104.16933529256958,Overstrain Failure
1,0.30378287612235166,-1.0909318224558398,-0.9424393911697447,1.3661464458422898,34.77076349559486,56.07893319559685,Overstrain Failure
1,-1.0207400314743853,-0.5797405547568029,-0.10514004186853965,0.4922841548070418,32.14550859742277,124.74031191210318,Overstrain Failure
1,-1.1131709158078475,-0.42904732353746233,-0.3685126208101338,1.2168659267120017,30.202266317295482,133.31137518645724,Overstrain Failure
1,-0.8042143889547925,-0.8340114634112324,0.3349946394525623,-0.7663573932386527,33.10490975361028,108.00512545198637,Overstrain Failure
1,-0.6514206560389202,-0.8962876752240063,0.22059882169740283,-0.6298460854188618,31.4112551738413,100.84353460910802,Overstrain Failure
0,-0.6855288001918631,-0.6738396911558835,-0.3157574038846029,0.28402554301203853,26.51134117901999,110.79149173476218,Overstrain Failure
1,-0.011959576844697839,-1.0909318224558398,-0.40997772759420803,0.3287632179404256,29.05079517317732,70.8736488126315,Overstrain Failure
1,0.16734804296525985,-1.0909318224558398,-0.7795753789642833,1.0511396050106696,32.15271868522936,62.659106717451934,Overstrain Failure
0,-0.9375222663329108,-0.715413322733135,0.18546488053596238,-0.4084879829781428,33.85345296015796,117.07531240938624,Overstrain Failure
1,-0.5663257782066802,-0.9309709474690827,0.09898496147084657,-0.43902746734978715,30.341897522161467,97.0163684743948,Overstrain Failure
1,0.13835327224101324,-1.0909318224558398,-0.6634622651622644,0.8226215100844143,31.77385229502822,63.83045321155907,Overstrain Failure
1,-0.08615245998351051,-1.0909318224558398,-0.2848603554754823,0.08499982193640632,27.706722061326495,74.35009804057606,Overstrain Failure
0,-1.0284238723249959,-0.5672133262843768,0.018955203637996187,-0.12554644894778327,31.870404672759438,125.59404910219708,Overstrain Failure
1,-0.9326145056627355,-0.7234146127648496,0.24444113501072423,-0.42926775080778673,33.1322513957821,116.25672756425986,Overstrain Failure
0,-1.2302821706155043,-0.23811684043779627,-0.3508002001383945,0.502760344444264,27.46679982603071,144.51096122523956,Overstrain Failure
1,-0.9720264008363191,-0.6591600524518836,0.03366458629524238,0.11040953510403195,33.1696509861603,120.22312468044079,Overstrain Failure
1,-1.0199644651869684,-0.5810049869941276,-0.032391048688661495,0.32093795748519915,31.541504345013685,124.44508265338902,Overstrain Failure
1,0.41206890600400925,-1.294997450661582,-0.8630195016861042,1.527124365142851,39.70407976809923,45.38642791883473,Overstrain Failure
1,-0.060284931722826215,-1.152655887501692,-0.35092868703183167,0.312688818993152,28.85265287585684,71.721904496908,Overstrain Failure
1,0.440262974056892,-1.0909318224558398,-1.1725966579810003,1.8145567347003149,37.243227459468244,49.68389756655117,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.2833904137073889,-0.5759525053349549,34.985455334332116,112.14476392035957,Overstrain Failure
1,-1.1158642678328274,-0.4246562596373149,-0.37618705856902596,1.2379795814898042,30.145642002079313,133.5611281861465,Overstrain Failure
1,0.46433438432525626,-1.209787254240211,-1.0605734228017596,1.7801855885309932,39.41008231314537,45.28352880960088,Overstrain Failure
1,-1.1010532812435991,-0.4488031175060017,-0.33398463063810263,1.1218736826457905,30.4570242371205,132.18771383306182,Overstrain Failure
1,-0.0849409153630859,-0.9641371056752546,-0.578606955299369,0.8331364109689829,36.812625389881354,74.29770355288154,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.25378283455815337,0.02844573121310809,25.86326501069765,78.78549713001775,Overstrain Failure
1,-0.42150906396638327,-0.9899958577055799,-0.03575488257230691,-0.25747199711191054,28.679346847251036,90.30198274775822,Overstrain Failure
0,-1.0577666217163257,-0.5193748386346589,0.02365521615905286,-0.17115382412816327,30.716293501556883,128.15883400509756,Overstrain Failure
1,-0.32770879905454997,-1.0282273025054784,-0.021762444632529576,-0.3406304997374741,27.82304472407784,85.6708450853377,Overstrain Failure
1,-0.02672713631938628,-0.9760005949851974,-0.6945776313122086,1.0604224517617946,37.41382887071492,71.71233184334832,Overstrain Failure
1,-0.5769660627987552,-0.7623364625854858,-0.44197359295134975,0.8701022950245494,26.474476167525932,103.87565177489199,Overstrain Failure
1,0.5127685507133534,-1.1308233766675577,-1.2436456875790043,2.0146962022982846,39.13763629125325,45.18817270193864,Overstrain Failure
1,-0.20976015866354503,-1.0763012278677397,-0.23276953399901212,0.007995785914993836,26.248389293286472,80.48430503800753,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.15595025521604097,-0.16550325736846358,26.076347870533482,78.51294645313445,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.14643156976701682,-0.18437365236243147,26.097079908173654,78.48642845494186,Overstrain Failure
1,-1.0655436486006569,-0.506695685785147,-0.17684200143519102,0.7123950773570868,30.71145299769001,128.717763951659,Overstrain Failure
1,0.03809533596043252,-1.231069383593853,-0.3905310959943299,0.7272771176889308,38.45053367020625,62.61160294422095,Overstrain Failure
1,0.44108459068158806,-1.2476921877980074,-0.9726934674858373,1.6676137454718871,39.54086424376174,45.32930248531661,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.13952527014610516,-0.19806510193193622,26.11212207596687,78.46718827289722,Overstrain Failure
1,-0.5346640495883411,-0.94387574716319,0.011828951162828893,-0.26415385738101393,30.485790803534393,95.73103892721765,Overstrain Failure
1,0.3034612488688831,-1.0909318224558398,-0.9843791692242017,1.4493088371360079,34.67240924534274,56.21235423448327,Overstrain Failure
1,0.27654782485912677,-1.0909318224558398,-0.9438836771852204,1.3705795375012901,34.17419527728936,57.48705922661267,Overstrain Failure
0,-1.240515866993041,-0.22143249531257747,-0.4564361762133953,0.9381861007723666,27.311137761039568,145.38594903342764,Overstrain Failure
1,-0.1334043466888456,-1.1129195267042753,-0.2963617532214317,0.14550670887217115,26.9107964746897,76.29147527413822,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.2963921340814184,-0.606414301240098,34.87112027808935,112.10360330011217,Overstrain Failure
1,0.44618334341263166,-1.0909318224558398,-1.1991270750011829,1.8668109186903998,37.31444175022785,49.452583856097775,Overstrain Failure
1,-0.09285058946645644,-1.1349582523892194,-0.3266258655251958,0.2382298619351952,27.987795970518157,73.75708322523522,Overstrain Failure
1,-0.07514406365068106,-1.0909318224558398,-0.41470775121755526,0.34178230755570826,27.663770916452073,74.14430082516786,Overstrain Failure
1,-1.0126524993565875,-0.5929259349055456,-0.08209542635395783,0.4288845844739164,32.31553871740403,123.99035966383802,Overstrain Failure
1,0.26246025957258723,-1.328050061168232,-0.5682811859443422,1.0040279460377517,37.47509373239649,51.48658638263981,Overstrain Failure
1,-1.1176136744841054,-0.4218041421562508,-0.34186393217346095,1.1595988409477238,29.76319565952201,133.59890944681564,Overstrain Failure
0,-0.28395503137500855,-1.0011894143157307,-0.16095212670745637,-0.12703141416029895,26.233938213842567,85.37620865219814,Overstrain Failure
0,-0.7349639021675116,-0.633541822612862,-0.32054857356918653,0.3063465318241171,26.576562046869636,113.88045667647955,Overstrain Failure
1,-0.6485652601026851,-0.8974514876313662,0.09958995579521562,-0.36427587003877127,31.953595630444045,101.06969942490583,Overstrain Failure
0,-1.0567105923380102,-0.37126450737580824,-0.3294641041477406,0.4074772790901974,27.049549567538037,133.92284543077878,Overstrain Failure
1,0.5030526470580209,-1.1466635466128778,-1.2069213539281138,1.9676533253494242,39.19228901880867,45.207301156583036,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.1422261781076059,-0.19271066508781332,26.106239401744638,78.47471270185592,Overstrain Failure
0,-0.9450302720487423,-0.7031727642932722,0.17171203654330458,-0.38511846566806307,33.689663358048456,117.77891630156452,Overstrain Failure
0,-0.9840182656651479,-0.6396093051834452,0.1823312863131891,-0.4559659886201124,32.117717855317075,121.17292261859637,Overstrain Failure
1,-0.947901492494984,-0.6984917154240842,0.19599314522337824,-0.2979753627332281,32.85385711430806,117.68975944094397,Overstrain Failure
0,-1.240515866993041,-0.22143249531257747,-0.6992746870382373,2.066077758175489,27.500034529062997,145.15104588681498,Overstrain Failure
1,-0.7991810170501459,-0.8360629829918086,0.2312284481746683,-0.5275752091787613,33.92848106159157,108.08577750262076,Overstrain Failure
1,-0.749025434561353,-0.6220793240789338,-0.45747124140232254,1.1008321095521967,26.876565364809075,114.40448732293851,Overstrain Failure
1,0.24941850506231877,-1.320962588396572,-0.5553885324505466,0.9679444468660847,37.13562207461142,52.29282269583898,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.21909577755688822,-0.04031990562798064,25.938814662509156,78.68886285002269,Overstrain Failure
1,-0.884965317553898,-0.8010987134080307,0.33898303000582586,-0.7062007250166003,34.496582729145146,111.96876978249226,Overstrain Failure
1,0.04629635890418171,-1.0909318224558398,-0.5082193551311774,0.5201651979520368,30.106155654307038,68.14395568993045,Overstrain Failure
1,0.5302481537422081,-1.1023257821693013,-1.3097153807839657,2.099329690193159,39.0393121398411,45.15375924894438,Overstrain Failure
1,-0.7423258317946018,-0.8592362211348827,0.2886590210281793,-0.7110639743543242,32.41890100004861,105.1043485956384,Overstrain Failure
1,-0.35576443370365307,-0.9089455003973597,-0.3202715764591302,0.43454334064927624,36.48839844203637,87.21560509978573,Overstrain Failure
0,-1.2114463982620072,-0.2688254441575254,-0.3162976373456366,0.4441318717546928,27.877708364991868,142.74578905546358,Overstrain Failure
1,-0.9299145072135857,-0.7278165125575826,0.153658223784634,-0.21971292038768375,34.05500021519816,116.31811276319957,Overstrain Failure
1,-0.7864968024204222,-0.8469663097387264,0.31160675142434224,-0.671471782857828,34.47476559680912,106.54384015525923,Overstrain Failure
1,-1.175366960437997,-0.27453974030966466,-0.6950631234141539,2.067438752915514,27.439047548705886,141.04854319607477,Overstrain Failure
1,-0.02619821878660808,-1.1711801320441435,-0.3763666286437704,0.3906255557464947,29.757904945238185,69.5916679872537,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.1619882158009675,-0.15353325354747865,26.06319697624383,78.52976753927449,Overstrain Failure
1,0.005148592124275431,-1.0909318224558398,-0.5355207180680283,0.5766608036059402,29.150126670542832,70.3413863721216,Overstrain Failure
1,-0.042651119045389985,-1.0909318224558398,-0.4635985121667986,0.4368332669177308,28.26527144866501,72.6053320680772,Overstrain Failure
1,-0.7360967836797799,-0.8617750786677645,0.28399536736037073,-0.7054987231597944,32.34985460877367,104.81238705318745,Overstrain Failure
1,-1.1087943072936903,-0.43618265804752787,-0.3139133218759027,1.0838536471798237,29.923806865574196,132.77216481396323,Overstrain Failure
1,-0.5404204903528731,-0.94152951661107,0.1374936152056876,-0.5306746240189439,30.18086479472281,95.64084890358326,Overstrain Failure
1,-0.1738642186758141,-1.0909318224558398,-0.21683756376644953,-0.04479671983038416,25.943733132980068,78.6825717177509,Overstrain Failure
